uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,
Subaru_Outback-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Retail Sydney Television ATN7,Retail Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,Retail Sydney Television Eleven SYD,Retail Sydney Television Eleven SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_ATN7_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television ATN7,2.5i ColumbiaRetail Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Radio_2MMM_Metropolitan_Radio,,Sydney Radio 2MMM,Sydney Radio 2MMM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Subaru_Outback_2.5i-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,2.5iRetail Sydney Television SBSSYD,2.5iRetail Sydney Television SBSSYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Retail Sydney Television 7TWO SYD,Retail Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,Sydney Press Sydney Morning Herald,Sydney Press Sydney Morning Herald,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Subaru_Outback-Retail_Sydney_Radio_SmoothFM_95.3_Metropolitan_Radio,,Retail Sydney Radio SmoothFM 95.3,Retail Sydney Radio SmoothFM 95.3,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Subaru_Outback_2.5i-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,2.5iRetail Sydney Press Daily Telegraph,2.5iRetail Sydney Press Daily Telegraph,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Press,0.5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Radio_2DAYFM_Metropolitan_Radio,,Sydney Radio 2DAYFM,Sydney Radio 2DAYFM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,2.5iRetail Sydney Television 7TWO SYD,2.5iRetail Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television GO SYD,2.5i ColumbiaRetail Sydney Television GO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_TEN10_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television TEN10,2.5i ColumbiaRetail Sydney Television TEN10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television 7TWO SYD,2.5i ColumbiaRetail Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television GEM SYD,2.5i ColumbiaRetail Sydney Television GEM SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television SBSSYD,2.5i ColumbiaRetail Sydney Television SBSSYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Sydney_Television_ONESYD_Metropolitan_Television,,Retail Sydney Television ONESYD,Retail Sydney Television ONESYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Sydney_Television_TCN9_Metropolitan_Television,,2.5i ColumbiaRetail Sydney Television TCN9,2.5i ColumbiaRetail Sydney Television TCN9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Sydney_Radio_WSFM_Metropolitan_Radio,,Sydney Radio WSFM,Sydney Radio WSFM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Sydney_Television_ATN7_Metropolitan_Television,,Wagon AWD Sydney Television ATN7,Wagon AWD Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Subaru_Outback_Wagon_AWD_Sydney_Television_TEN10_Metropolitan_Television,,Wagon AWD Sydney Television TEN10,Wagon AWD Sydney Television TEN10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Subaru_Outback-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Retail Sydney Television 7Mate SYD,Retail Sydney Television 7Mate SYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,Retail Sydney Television SBSSYD,Retail Sydney Television SBSSYD,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
